,日期,天气状况,气温,风力风向
315,2011年11月12日,晴/晴,15℃/2℃,北风3-4级/北风3-4级
316,2011年11月13日,晴/晴,12℃/0℃,无持续风向≤3级/无持续风向≤3级
317,2011年11月14日,晴/晴,13℃/1℃,无持续风向≤3级/无持续风向≤3级
318,2011年11月15日,晴/雾,12℃/3℃,无持续风向≤3级/无持续风向≤3级
319,2011年11月16日,阴/小雨,10℃/6℃,无持续风向≤3级/无持续风向≤3级
320,2011年11月17日,小雨/多云,8℃/3℃,无持续风向≤3级/无持续风向≤3级
321,2011年11月18日,多云/阴,12℃/3℃,无持续风向≤3级/北风3-4级
322,2011年11月19日,晴/晴,9℃/-3℃,北风3-4级/无持续风向≤3级
323,2011年11月20日,晴/晴,9℃/-3℃,无持续风向≤3级/无持续风向≤3级
324,2011年11月21日,晴/阴,9℃/1℃,无持续风向≤3级/无持续风向≤3级
325,2011年11月22日,阴/晴,10℃/-2℃,北风4-5级/北风4-5级
326,2011年11月23日,晴/晴,7℃/-5℃,无持续风向≤3级/无持续风向≤3级
327,2011年11月24日,晴/多云,8℃/-3℃,无持续风向≤3级/无持续风向≤3级
328,2011年11月25日,晴/多云,6℃/0℃,无持续风向≤3级/无持续风向≤3级
329,2011年11月26日,多云/多云,9℃/-1℃,无持续风向≤3级/无持续风向≤3级
330,2011年11月27日,晴/多云,7℃/0℃,无持续风向≤3级/无持续风向≤3级
331,2011年11月28日,阴/阴,5℃/0℃,无持续风向≤3级/无持续风向≤3级
332,2011年11月29日,阴/阴,4℃/-3℃,无持续风向≤3级/无持续风向≤3级
333,2011年11月30日,晴/晴,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
334,2011年12月01日,晴/阴,4℃/-2℃,无持续风向≤3级/无持续风向≤3级
335,2011年12月02日,阴/阴,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
336,2011年12月03日,雾/晴,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
337,2011年12月04日,晴/雾,5℃/-3℃,无持续风向≤3级/无持续风向≤3级
338,2011年12月05日,小雪/小雪,2℃/-2℃,无持续风向≤3级/无持续风向≤3级
339,2011年12月06日,雨夹雪/小雪,1℃/-1℃,无持续风向≤3级/北风3-4级
340,2011年12月07日,阴/晴,4℃/-6℃,北风3-4级/北风3-4级
341,2011年12月08日,晴/晴,0℃/-8℃,北风3-4级/无持续风向≤3级
342,2011年12月09日,晴/晴,1℃/-5℃,无持续风向≤3级/北风3-4级
343,2011年12月10日,晴/晴,5℃/-5℃,北风3-4级/无持续风向≤3级
344,2011年12月11日,晴/晴,7℃/-4℃,无持续风向≤3级/无持续风向≤3级
345,2011年12月12日,晴/多云,7℃/-3℃,无持续风向≤3级/无持续风向≤3级
346,2011年12月13日,多云/晴,5℃/-4℃,无持续风向≤3级/北风3-4级
347,2011年12月14日,晴/晴,2℃/-6℃,北风4-5级/北风3-4级
348,2011年12月15日,晴/晴,0℃/-8℃,北风4-5级/北风4-5级
349,2011年12月16日,晴/晴,1℃/-8℃,无持续风向≤3级/无持续风向≤3级
350,2011年12月17日,晴/晴,3℃/-9℃,无持续风向≤3级/无持续风向≤3级
351,2011年12月18日,晴/多云,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
352,2011年12月19日,多云/多云,2℃/-5℃,无持续风向≤3级/无持续风向≤3级
353,2011年12月20日,晴/多云,2℃/-4℃,无持续风向≤3级/北风3-4级
354,2011年12月21日,晴/晴,2℃/-6℃,北风4-5级/北风3-4级
355,2011年12月22日,晴/晴,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
356,2011年12月23日,晴/晴,3℃/-5℃,无持续风向≤3级/无持续风向≤3级
357,2011年12月24日,晴/晴,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
358,2011年12月25日,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
359,2011年12月26日,晴/多云,2℃/-5℃,无持续风向≤3级/无持续风向≤3级
360,2011年12月27日,多云/多云,3℃/-5℃,无持续风向≤3级/无持续风向≤3级
361,2011年12月28日,晴/晴,5℃/-7℃,无持续风向≤3级/无持续风向≤3级
362,2011年12月29日,小雪/小雪,-2℃/-5℃,无持续风向微风/无持续风向微风
363,2011年12月30日,阴/阴,1℃/-5℃,无持续风向≤3级/无持续风向≤3级
364,2011年12月31日,多云/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
365,2012年01月01日,多云/阴,1℃/-4℃,无持续风向≤3级/无持续风向≤3级
366,2012年01月02日,多云/晴,2℃/-6℃,北风4-5级/北风4-5级
367,2012年01月03日,晴/晴,1℃/-8℃,北风3-4级/无持续风向≤3级
368,2012年01月04日,晴/晴,1℃/-10℃,无持续风向≤3级/无持续风向≤3级
369,2012年01月05日,晴/阴,2℃/-8℃,无持续风向≤3级/无持续风向≤3级
370,2012年01月06日,多云/小雪,0℃/-6℃,无持续风向≤3级/无持续风向≤3级
371,2012年01月07日,小雪/阴,-1℃/-6℃,无持续风向≤3级/无持续风向≤3级
372,2012年01月08日,多云/晴,2℃/-8℃,无持续风向≤3级/无持续风向≤3级
373,2012年01月09日,晴/晴,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
374,2012年01月10日,晴/晴,3℃/-8℃,北风3-4级/无持续风向≤3级
375,2012年01月11日,晴/晴,2℃/-10℃,无持续风向≤3级/无持续风向≤3级
376,2012年01月12日,晴/晴,3℃/-8℃,无持续风向≤3级/无持续风向≤3级
377,2012年01月13日,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
378,2012年01月14日,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
379,2012年01月15日,晴/多云,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
380,2012年01月16日,多云/雾,2℃/-5℃,无持续风向≤3级/无持续风向≤3级
381,2012年01月17日,阴/多云,2℃/-4℃,无持续风向≤3级/无持续风向≤3级
382,2012年01月18日,多云/雾,2℃/-3℃,无持续风向≤3级/无持续风向≤3级
383,2012年01月19日,小雪/小雪,0℃/-4℃,无持续风向≤3级/无持续风向≤3级
384,2012年01月20日,阴/多云,-1℃/-9℃,无持续风向≤3级/无持续风向≤3级
385,2012年01月21日,多云/晴,-3℃/-12℃,北风3-4级/无持续风向≤3级
386,2012年01月22日,晴/晴,-4℃/-13℃,无持续风向≤3级/无持续风向≤3级
387,2012年01月23日,晴/晴,-1℃/-11℃,无持续风向≤3级/无持续风向≤3级
388,2012年01月24日,晴/晴,0℃/-11℃,无持续风向≤3级/无持续风向≤3级
389,2012年01月25日,晴/晴,1℃/-11℃,无持续风向≤3级/无持续风向≤3级
390,2012年01月26日,晴/晴,2℃/-9℃,无持续风向≤3级/无持续风向≤3级
391,2012年01月27日,晴/阴,2℃/-8℃,无持续风向≤3级/无持续风向≤3级
392,2012年01月28日,小雪/阴,-1℃/-9℃,无持续风向≤3级/无持续风向≤3级
393,2012年01月29日,晴/多云,-1℃/-9℃,无持续风向≤3级/无持续风向≤3级
394,2012年01月30日,小雪/多云,-2℃/-8℃,无持续风向≤3级/无持续风向≤3级
395,2012年01月31日,多云/晴,0℃/-11℃,北风3-4级/北风3-4级
396,2012年02月01日,晴/晴,-3℃/-12℃,北风3-4级/无持续风向≤3级
397,2012年02月02日,晴/晴,-1℃/-11℃,无持续风向≤3级/无持续风向≤3级
398,2012年02月03日,晴/晴,2℃/-9℃,无持续风向≤3级/无持续风向≤3级
399,2012年02月04日,晴/多云,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
400,2012年02月05日,多云/多云,3℃/-6℃,无持续风向≤3级/北风4-5级
401,2012年02月06日,晴/晴,-3℃/-11℃,北风5-6级/北风4-5级
402,2012年02月07日,晴/晴,-1℃/-10℃,北风3-4级/北风3-4级
403,2012年02月08日,晴/晴,2℃/-8℃,北风3-4级/无持续风向≤3级
404,2012年02月09日,晴/多云,4℃/-8℃,无持续风向≤3级/无持续风向≤3级
405,2012年02月10日,晴/晴,3℃/-8℃,无持续风向≤3级/无持续风向≤3级
406,2012年02月11日,晴/晴,5℃/-6℃,无持续风向≤3级/无持续风向≤3级
407,2012年02月12日,多云/多云,5℃/-4℃,无持续风向≤3级/无持续风向≤3级
408,2012年02月13日,多云/阴,5℃/-3℃,无持续风向≤3级/北风3-4级
409,2012年02月14日,晴/多云,4℃/-6℃,北风3-4级/无持续风向≤3级
410,2012年02月15日,晴/晴,4℃/-5℃,无持续风向≤3级/北风3-4级
411,2012年02月16日,晴/晴,2℃/-7℃,北风3-4级/北风3-4级
412,2012年02月17日,晴/晴,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
413,2012年02月18日,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
414,2012年02月19日,晴/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
415,2012年02月20日,晴/多云,8℃/-4℃,无持续风向≤3级/无持续风向≤3级
416,2012年02月21日,多云/多云,5℃/-2℃,无持续风向≤3级/无持续风向≤3级
417,2012年02月22日,阴/晴,7℃/-2℃,北风3-4级/北风3-4级
418,2012年02月23日,晴/阴,5℃/-2℃,无持续风向≤3级/无持续风向≤3级
419,2012年02月24日,阴/多云,5℃/-4℃,北风3-4级/无持续风向≤3级
420,2012年02月25日,晴/多云,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
421,2012年02月26日,晴/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
422,2012年02月27日,晴/晴,7℃/-3℃,无持续风向≤3级/无持续风向≤3级
423,2012年02月28日,多云/多云,6℃/-1℃,无持续风向≤3级/无持续风向≤3级
424,2012年02月29日,多云/多云,8℃/0℃,无持续风向≤3级/无持续风向≤3级
425,2012年03月01日,雨夹雪/雨夹雪,3℃/-2℃,无持续风向≤3级/无持续风向≤3级
426,2012年03月02日,小雪/阴,5℃/-1℃,无持续风向≤3级/无持续风向≤3级
427,2012年03月03日,阴/阴,4℃/-2℃,无持续风向≤3级/无持续风向≤3级
428,2012年03月04日,阴/阴,5℃/-1℃,无持续风向≤3级/无持续风向≤3级
429,2012年03月05日,雨夹雪/多云,5℃/0℃,无持续风向≤3级/无持续风向≤3级
430,2012年03月06日,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
431,2012年03月07日,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
432,2012年03月08日,晴/多云,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
433,2012年03月09日,阴/多云,6℃/-3℃,无持续风向≤3级/无持续风向≤3级
434,2012年03月10日,晴/晴,6℃/-4℃,北风3-4级/北风3-4级
435,2012年03月11日,晴/晴,6℃/-6℃,无持续风向≤3级/无持续风向≤3级
436,2012年03月12日,晴/晴,9℃/-3℃,无持续风向≤3级/无持续风向≤3级
437,2012年03月13日,晴/晴,13℃/-1℃,无持续风向≤3级/无持续风向≤3级
438,2012年03月14日,晴/晴,13℃/0℃,无持续风向≤3级/无持续风向≤3级
439,2012年03月15日,晴/小雨,10℃/4℃,无持续风向≤3级/无持续风向≤3级
440,2012年03月16日,阴/多云,14℃/4℃,无持续风向≤3级/无持续风向≤3级
441,2012年03月17日,雾/小雨,12℃/0℃,无持续风向≤3级/无持续风向≤3级
442,2012年03月18日,阴/多云,6℃/-2℃,北风3-4级/无持续风向≤3级
443,2012年03月19日,多云/阴,7℃/-1℃,无持续风向≤3级/无持续风向≤3级
444,2012年03月20日,多云/多云,12℃/2℃,无持续风向≤3级/无持续风向≤3级
445,2012年03月21日,多云/小雨,12℃/5℃,无持续风向≤3级/无持续风向≤3级
446,2012年03月22日,小雨/小雨,7℃/3℃,无持续风向≤3级/北风3-4级
447,2012年03月23日,阴/晴,12℃/2℃,北风5-6级/西北风4-5级
448,2012年03月24日,晴/晴,14℃/1℃,北风3-4级/无持续风向≤3级
449,2012年03月25日,晴/晴,15℃/2℃,无持续风向≤3级/无持续风向≤3级
450,2012年03月26日,晴/晴,15℃/1℃,无持续风向≤3级/无持续风向≤3级
451,2012年03月27日,晴/晴,20℃/6℃,无持续风向≤3级/无持续风向≤3级
452,2012年03月28日,多云/小雨,20℃/10℃,无持续风向≤3级/无持续风向≤3级
453,2012年03月29日,阴/多云,19℃/6℃,北风5-6级/北风5-6级
454,2012年03月30日,晴/多云,13℃/3℃,北风5-6级/北风4-5级
455,2012年03月31日,晴/多云,17℃/1℃,无持续风向≤3级/无持续风向≤3级
456,2012年04月01日,多云/小雨,12℃/5℃,无持续风向≤3级/无持续风向≤3级
457,2012年04月02日,阵雨/多云,11℃/5℃,北风5-6级/北风5-6级
458,2012年04月03日,晴/浮尘,18℃/4℃,北风4-5级/无持续风向≤3级
459,2012年04月04日,晴/晴,19℃/7℃,西北风4-5级/北风4-5级
460,2012年04月05日,晴/多云,17℃/4℃,北风4-5级/无持续风向≤3级
461,2012年04月06日,晴/晴,20℃/7℃,无持续风向≤3级/无持续风向≤3级
462,2012年04月07日,多云/晴,24℃/10℃,无持续风向≤3级/北风3-4级
463,2012年04月08日,晴/晴,22℃/8℃,无持续风向≤3级/无持续风向≤3级
464,2012年04月09日,晴/多云,25℃/14℃,南风3-4级/无持续风向≤3级
465,2012年04月10日,阵雨/阴,20℃/10℃,北风3-4级/北风4-5级
466,2012年04月11日,晴/多云,20℃/9℃,北风4-5级/无持续风向≤3级
467,2012年04月12日,晴/晴,23℃/10℃,无持续风向≤3级/无持续风向≤3级
468,2012年04月13日,晴/晴,26℃/11℃,无持续风向≤3级/无持续风向≤3级
469,2012年04月14日,多云/多云,28℃/14℃,南风3-4级/无持续风向≤3级
470,2012年04月15日,多云/晴,27℃/9℃,北风4-5级/北风4-5级
471,2012年04月16日,晴/晴,23℃/10℃,无持续风向≤3级/无持续风向≤3级
472,2012年04月17日,晴/多云,28℃/14℃,南风3-4级/南风3-4级
473,2012年04月18日,阴/阵雨,24℃/14℃,南风3-4级/无持续风向≤3级
474,2012年04月19日,雷阵雨/雷阵雨,22℃/12℃,无持续风向≤3级/无持续风向≤3级
475,2012年04月20日,多云/阵雨,23℃/11℃,无持续风向≤3级/无持续风向≤3级
476,2012年04月21日,小雨/雾,18℃/11℃,无持续风向≤3级/无持续风向≤3级
477,2012年04月22日,多云/雾,19℃/9℃,南风3-4级/无持续风向≤3级
478,2012年04月23日,阴/中到大雨,25℃/14℃,无持续风向≤3级/无持续风向≤3级
479,2012年04月24日,中雨/小雨,19℃/11℃,北风3-4级/北风3-4级
480,2012年04月25日,晴/晴,21℃/6℃,北风4-5级/北风3-4级
481,2012年04月26日,晴/多云,24℃/13℃,无持续风向≤3级/北风3-4级
482,2012年04月27日,晴/晴,23℃/12℃,北风4-5级/北风4-5级
483,2012年04月28日,多云/晴,22℃/10℃,无持续风向≤3级/无持续风向≤3级
484,2012年04月29日,多云/浮尘,21℃/12℃,无持续风向≤3级/无持续风向≤3级
485,2012年04月30日,阴/阵雨,24℃/16℃,无持续风向≤3级/无持续风向≤3级
486,2012年05月01日,阴/阴,22℃/14℃,无持续风向≤3级/无持续风向≤3级
487,2012年05月02日,晴/晴,30℃/16℃,无持续风向≤3级/无持续风向≤3级
488,2012年05月03日,晴/晴,31℃/18℃,无持续风向≤3级/无持续风向≤3级
489,2012年05月04日,多云/多云,32℃/17℃,无持续风向≤3级/无持续风向≤3级
490,2012年05月05日,晴/晴,31℃/15℃,无持续风向≤3级/无持续风向≤3级
491,2012年05月06日,晴/多云,31℃/18℃,无持续风向≤3级/无持续风向≤3级
492,2012年05月07日,晴/阵雨,25℃/14℃,无持续风向≤3级/无持续风向≤3级
493,2012年05月08日,晴/晴,30℃/16℃,无持续风向≤3级/无持续风向≤3级
494,2012年05月09日,阴/阴,29℃/17℃,无持续风向≤3级/无持续风向≤3级
495,2012年05月10日,晴/阵雨,30℃/18℃,无持续风向≤3级/无持续风向≤3级
496,2012年05月11日,小到中雨/小到中雨,23℃/16℃,无持续风向≤3级/无持续风向≤3级
497,2012年05月12日,阵雨/晴,25℃/12℃,北风3-4级/无持续风向≤3级
498,2012年05月13日,阴/多云,26℃/15℃,无持续风向≤3级/无持续风向≤3级
499,2012年05月14日,晴/多云,25℃/13℃,北风4-5级/北风3-4级
500,2012年05月15日,晴/多云,27℃/14℃,无持续风向≤3级/北风3-4级
501,2012年05月16日,晴/晴,27℃/15℃,北风3-4级/北风3-4级
502,2012年05月17日,晴/晴,30℃/16℃,无持续风向≤3级/无持续风向≤3级
503,2012年05月18日,晴/雷阵雨,32℃/18℃,南风3-4级/无持续风向≤3级
504,2012年05月19日,雷阵雨/雷阵雨,30℃/18℃,无持续风向≤3级/无持续风向≤3级
505,2012年05月20日,雷阵雨/多云,27℃/17℃,无持续风向≤3级/无持续风向≤3级
506,2012年05月21日,阴/阴,28℃/20℃,无持续风向≤3级/无持续风向≤3级
507,2012年05月22日,阴/多云,27℃/17℃,无持续风向≤3级/无持续风向≤3级
508,2012年05月23日,晴/多云,28℃/18℃,无持续风向≤3级/无持续风向≤3级
509,2012年05月24日,晴/多云,29℃/16℃,无持续风向≤3级/无持续风向≤3级
510,2012年05月25日,晴/阴,28℃/15℃,无持续风向≤3级/无持续风向≤3级
511,2012年05月26日,晴/晴,33℃/19℃,无持续风向≤3级/无持续风向≤3级
512,2012年05月27日,晴/晴,34℃/20℃,无持续风向≤3级/无持续风向≤3级
513,2012年05月28日,晴/阴,33℃/22℃,南风3-4级/无持续风向≤3级
514,2012年05月29日,雷阵雨/阴,27℃/15℃,无持续风向≤3级/无持续风向≤3级
515,2012年05月30日,晴/多云,27℃/14℃,无持续风向≤3级/无持续风向≤3级
516,2012年05月31日,阴/雷阵雨,27℃/17℃,无持续风向≤3级/无持续风向≤3级
517,2012年06月01日,阴/雷阵雨,24℃/16℃,无持续风向≤3级/无持续风向≤3级
